3	KJ	150003	0	1	null	0	1	1	1	湖北	移动	1	男	1	1	1	84	5000	39	9255434	3003	52	-1	0	0	1	18	0
3	51	150003	0	1	null	0	1	0	0	浙江	移动	1	男	0	0	1	75	14800	27	34863240	9568638	6785365	0	8	4	1	2	0
2	0	150003	0	1	null	0	1	0	0	浙江	移动	1	女	1	1	1	116	61000	40	2260	222	226	2099	0	0	2	13	0
2	0	150003	0	1	1C	0	1	0	0	湖北	移动	1	女	1	1	1	530	100	40	78896	59893230	41317799	0	35	3	1	14	0
2	0	150003	0	1	1H	0	1	0	0	江苏	移动	1	女	1	1	1	229	5196.28	26	13125912	31103108	30711864	0	1	1	2	8	0
2	0	150003	0	1	1D	0	1	0	0	山东	联通	1	女	1	1	1	320	8000	29	556	56045432	0	0	1	1	2	10	0
3	G3	150003	0	1	1B	0	1	0	0	山东	移动	1	男	1	1	1	210	50000	35	701	3845074	984	0	18	4	1	23	0
3	51	150001	0	1	null	0	1	0	0	福建	联通	1	男	0	0	1	36	100	34	13708314	4903593	4794145	0	0	0	1	16	0
2	0	150001	0	1	1A	0	1	0	0	吉林	移动	1	女	0	0	1	146	100	32	2607918	3851767	3851726	0	0	0	2	14	0
2	0	150003	0	2	null	0	1	1	1	四川	移动	1	男	1	1	1	82	5000	29	80255	77	11	0	0	0	1	15	1
2	0	150003	0	1	null	0	1	0	0	江苏	移动	1	男	0	0	1	93	1000	37	43949763	30	31	4266907	2	1	2	21	0
2	0	150003	0	1	null	0	1	0	0	安徽	移动	1	男	1	1	1	46	2	25	45882010	107407	106708	0	0	0	1	0	0
3	51	150003	0	1	null	0	1	0	0	江苏	移动	1	男	1	1	1	84	1500	20	10502016	5574536	84236	0	2	1	1	23	0
3	51	150003	0	1	1C	nul	0	0	0	江苏	联通	1	女	0	0	1	75	1.01	32	228091533	40069399	257	135775538	0	0	3	14	0
2	0	150003	0	1	1B	0	1	0	0	江苏	联通	1	男	0	0	1	208	2500	39	88766	42799203	1552	0	16	3	4	17	0
2	0	150003	0	1	1D	0	1	0	0	河北	移动	1	男	1	1	1	111	5000	29	576	6138421	100	-1	5	3	1	19	0
2	0	150003	0	1	null	0	1	1	1	广西	移动	1	男	1	1	1	69	8000	40	400	44	49	0	0	0	1	16	0
3	61	150003	0	1	1A	0	1	0	0	江苏	移动	1	男	1	1	1	118	24570.91	31	12058966	6706728	16	0	13	1	2	13	0
2	0	150003	0	1	1B	0	1	0	0	北京	移动	0	女	1	1	1	240	10000	43	197415	31500709	43	0	1	1	1	10	0
3	51	150003	0	1	null	0	1	0	0	福建	移动	1	男	1	1	1	190	2000	62	679579	10436149	148	0	0	0	1	7	0
2	0	150003	0	1	null	0	1	0	0	黑龙江	联通	1	女	0	0	1	154	200	24	39294028	2165027	2165028	0	1	1	1	13	0
2	0	150003	0	1	1G	0	1	0	0	河南	联通	1	男	0	0	1	46	10	24	308	3260134	3260092	0	1	1	1	12	0
2	0	150001	0	1	1G	0	1	0	0	四川	电信	1	女	1	1	1	76	4972	35	57128	27827262	25959707	0	12	4	1	13	0
2	0	150003	0	1	null	0	1	0	0	安徽	联通	1	男	1	1	1	260	2093.38	49	130	1012713	426649	0	9	1	1	9	0
2	0	150003	0	1	1D	0	1	0	0	山东	移动	0	女	1	1	1	130	1900	36	143	70328413	0	-2	1	1	1	10	0
2	0	150001	0	1	1F	0	1	0	0	辽宁	电信	1	女	1	1	1	130	30000	44	693078	16137337	3797275	-1	6	2	2	11	0
3	51	150003	0	2	null	0	1	1	1	福建	移动	1	男	1	1	1	90	2000	33	1304	183	147	0	0	0	1	17	1
2	0	150003	0	1	1D	nul	0	0	0	福建	移动	0	男	1	1	1	203	450	28	236035761	21494922	15623095	47972349	15	2	5	13	0
2	0	150003	0	1	1E	0	1	0	0	上海	电信	1	女	1	1	1	116	16000	29	147	31924115	31	0	2	1	1	22	0
3	51	150001	0	1	1E	0	1	0	0	广东	移动	1	女	1	1	1	232	1000	21	19274262	25744179	185	0	5	2	2	23	0
2	0	150003	0	1	1E	0	1	0	0	河北	联通	1	女	0	0	1	100	100	25	3733929	16690555	15172266	0	1	1	1	23	0
2	0	150003	0	1	1D	0	1	0	0	安徽	联通	1	男	1	1	1	132	13000	26	1429348	52885949	40561608	0	4	2	2	13	0
3	51	150001	0	1	1D	0	1	0	0	广东	移动	1	男	0	0	1	45	150000	42	13878	88815	415	-1	0	0	1	2	0
3	51	150003	0	2	null	0	1	1	1	河南	移动	1	男	1	1	1	67	1000	29	15753193	57	22	0	0	0	1	15	1
2	0	150003	1	2	null	0	1	1	1	湖北	移动	1	女	1	1	4	237	10000	47	139	27	31	0	0	0	1	16	1
3	1	150001	0	1	1D	0	1	0	0	安徽	移动	1	女	1	1	1	119	100000	39	5677774	37550524	37551786	0	3	1	2	13	0
3	51	150001	0	1	1A	0	1	0	0	上海	移动	0	男	1	1	1	76	3000	25	38663802	3035683	704	0	8	2	2	0	0
2	0	150003	0	1	1A	0	1	0	0	山东	联通	1	男	1	1	1	64	80000	45	750960	26557124	955	-1	2	2	1	17	0
2	0	150003	0	1	1E	0	1	0	0	辽宁	移动	1	男	1	1	1	107	50000	31	27594686	15334789	34	0	0	0	1	9	0
2	0	150003	0	1	null	0	1	0	0	安徽	移动	1	女	1	1	1	190	200	25	39754961	3540970	92172	2045455	13	2	4	11	0
3	51	150003	0	2	1A	0	1	0	0	甘肃	电信	1	女	1	1	1	86	5000	19	95	827	798	0	0	0	1	19	1
3	51	150003	0	1	1C	0	1	0	0	湖北	移动	0	女	1	1	1	183	1500	31	104414	42602638	45955719	0	3	1	2	23	0
3	51	150003	0	1	1E	0	1	0	0	湖北	联通	1	男	1	1	1	94	3000	27	280	499579	0	0	0	0	1	1	0
2	0	150003	0	1	null	0	1	0	0	北京	联通	0	男	1	1	1	314	200000	47	15967379	1196194	39	0	0	0	1	16	0
3	51	150003	0	1	null	0	1	1	1	福建	移动	1	男	1	1	1	65	10000	40	9738924	1878	52	0	0	0	1	11	0
2	0	150003	0	1	1A	0	1	0	0	江苏	移动	1	男	1	1	1	376	35000	27	28174853	50779412	0	25554261	5	2	2	8	0
3	51	150003	0	2	null	0	1	1	1	甘肃	电信	1	男	1	1	1	85	10000	23	11541	689	0	0	0	0	1	15	1
3	51	150001	0	1	null	0	1	0	0	河南	移动	1	女	1	1	1	63	3000	47	1600308	9625775	537	-1	22	3	1	10	0
2	0	150001	0	1	null	0	1	0	0	陕西	联通	1	女	1	1	1	85	30000	28	90	382531	8419	0	0	0	1	22	0
2	0	150003	0	1	1E	0	1	0	0	广西	移动	1	男	0	0	1	202	297.15	35	66313	19990703	12088034	0	78	4	3	1	0
2	0	150003	0	1	null	0	1	0	0	江苏	移动	1	女	1	1	1	101	20000	41	13845666	6259389	11	0	9	2	1	2	0
2	0	150003	0	1	1G	0	1	0	0	福建	移动	1	女	1	1	1	61	90	29	1895654	16436189	7675922	0	11	3	5	0	0
2	0	150001	0	1	1D	0	1	0	0	上海	移动	1	女	1	1	1	120	20000	33	28868712	16438094	9	387	9	2	2	16	0
2	0	150001	0	1	1D	0	1	0	0	吉林	联通	0	女	1	1	1	77	50000	28	21586269	25291990	17191159	0	6	1	3	6	0
3	51	150003	0	2	null	0	1	1	1	福建	移动	1	女	1	1	1	70	500	34	225	7284	169	0	0	0	1	15	1
2	0	150003	0	1	1A	0	1	0	0	甘肃	移动	1	男	1	1	1	337	19901.29	48	9382635	38290754	39943546	9382300	13	2	3	14	0
2	0	150003	0	1	1A	0	1	0	0	广东	移动	1	女	1	1	1	149	30000	34	77	22770344	39	0	3	2	1	23	0
2	0	150003	0	1	1H	0	1	0	0	黑龙江	移动	1	女	1	1	1	136	740	33	380	50427851	0	0	10	2	2	13	0
2	0	150003	0	1	1D	0	1	0	0	江苏	移动	1	女	1	1	1	85	500	30	9062499	32049018	404	0	8	2	1	12	0
3	20	150003	0	2	null	0	1	1	1	江西	移动	1	男	1	1	1	68	2000	31	1268	2248	19	0	0	0	1	18	1
